,26-Jun-2025
The Nifty witnessed an intraday movement of about 305.4 points.The closing index was 1.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118579.67
, Traded Quantity (in Lakhs), 44604.74
, Number of Trades, 34221161
, Total Market Capitalisation (Rs. Crores), 45516258.62

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,GSS,EQ,        34.07,                  3088335.66,90543
,GTECJAINX,BE,        23.02,                     6658.52,283
,GTL,EQ,        11.22,                 14966797.68,1318795
,GTLINFRA,EQ,         1.86,                306013589.75,162569948
,GTPL,EQ,       119.06,                 13436756.22,111603
,GUFICBIO,EQ,       351.65,                  8442662.90,23902
,GUJALKALI,EQ,       609.25,                156064020.25,256648
,GUJAPOLLO,EQ,       367.75,                  5661525.80,15425
,GUJGASLTD,EQ,       461.25,                 89786778.80,195627
,GUJRAFFIA,BE,        41.87,                   345020.84,8214
,GUJTHEM,EQ,       345.55,                170926021.50,496027
,GULFOILLUB,EQ,      1215.00,                 53014579.70,43713
,GULFPETRO,EQ,        46.17,                  3038449.39,65868
,GULPOLY,EQ,       180.27,                 13007828.58,71723
,GVKPIL,BE,         4.23,                  6127290.79,1456813
,GVPTECH,EQ,        10.18,                   638181.55,62276
,GVT&D,EQ,      2346.50,                711099033.90,299963
,HAPPSTMNDS,EQ,       646.25,                178222958.55,275923
,HAPPYFORGE,EQ,       967.70,                 12668245.15,13075
,HARDWYN,BE,        14.22,                   565686.54,39601
,HARIOMPIPE,EQ,       404.65,                 57404529.90,142195
,HARRMALAYA,EQ,       215.24,                  1947009.65,9030
,HARSHA,EQ,       404.80,                152925012.60,379878
,HATHWAY,EQ,        16.07,                100473801.67,6259045
,HATSUN,EQ,       945.90,                 19678122.15,20865
,HAVISHA,EQ,         2.40,                   210589.98,89132
,HBLENGINE,EQ,       585.45,                366469662.50,625076
,HBSL,EQ,       109.76,                 76001675.54,712447
,HCC,BE,        30.91,                146314579.66,4719387
,HCG,EQ,       547.15,                 91550773.25,167206
,HCL-INSYS,BE,        17.14,                  3293713.11,193310
,HDFCAMC,EQ,      5075.00,               1857358234.80,367008
,HDFCBSE500,EQ,        37.50,                   923051.23,24673
,HDFCGOLD,EQ,        83.73,                116463259.43,1391765
,HDFCGROWTH,EQ,       118.21,                  4500700.79,38014
,HDFCLIQUID,EQ,      1016.84,                  2654915.76,2611
,HDFCLOWVOL,EQ,        20.37,                  1324868.11,65140
,HDFCMID150,EQ,        21.90,                  5256955.56,240689
,HDFCMOMENT,EQ,        32.11,                 11685120.42,365326
,HDFCNEXT50,EQ,        69.04,                  4541603.66,66090
,HDFCNIF100,EQ,        26.66,                  5181008.46,195138
,HDFCNIFBAN,EQ,        58.37,                222652734.88,3854882
,HDFCNIFIT,EQ,        40.81,                  2237949.85,55230
,HDFCNIFTY,EQ,       283.34,                 64572273.03,229028
,HDFCPSUBK,EQ,        70.48,                  1382268.64,19706
,HDFCPVTBAN,EQ,        28.68,                  4359388.04,152589
,HDFCQUAL,EQ,        57.87,                  1458946.47,25229
,HDFCSENSEX,EQ,        93.52,                  6157278.82,66058
,HDFCSILVER,EQ,       104.33,                 88827824.59,854050
,HDFCSML250,EQ,       176.00,                166816563.06,949414
,HDFCVALUE,EQ,       135.54,                   922967.64,6820
,HEADSUP,EQ,         9.86,                   944555.28,96568
,HEALTHADD,EQ,       143.36,                    46460.10,325
,HEALTHIETF,EQ,       145.57,                 19247753.28,132356
,HEALTHY,EQ,        14.61,                  1804067.15,123600
,HECPROJECT,BE,       179.39,                   975164.04,5436
,HEG,EQ,       495.35,                155427945.65,313340
,HEIDELBERG,EQ,       203.52,                101113715.03,496205
,HEMIPROP,EQ,       139.03,                 52741816.71,379718
,HERANBA,BE,       308.10,                 46291702.85,148570
,HERCULES,BE,       184.50,                  2037777.22,11032
,HERITGFOOD,EQ,       481.10,                197973340.05,410163
,HESTERBIO,EQ,      1821.30,                  2261596.90,1237
,HEUBACHIND,EQ,       586.20,                 15572899.80,26453
,HEXATRADEX,EQ,       185.65,                   943672.51,5043
,HEXT,EQ,       854.55,                422500624.95,496706
,HFCL,EQ,        87.52,                967686574.76,11087468
,HGINFRA,EQ,      1062.30,                104653314.70,99006
,HGS,EQ,       543.85,                 11412571.05,21095
,HIGREEN,SM,       216.25,                  1712120.00,8000
,HIKAL,EQ,       359.70,                 88245742.35,243585
,HILTON,BE,        66.41,                 17208899.42,255549
,HIMATSEIDE,EQ,       148.54,                 53327741.24,355973
,HINDCOMPOS,EQ,       476.00,                  5559497.45,11549
,HINDCON,EQ,        34.96,                   796995.31,22618
,HINDCOPPER,EQ,       272.08,               4072288655.49,15247596
,HINDMOTORS,BE,        28.92,                 11840385.82,411462
,HINDOILEXP,EQ,       171.01,                 64215519.90,375025
,HINDPETRO,EQ,       420.30,               4737708885.65,11364641
,HINDWAREAP,EQ,       287.65,                 41495355.55,144624
,HINDZINC,EQ,       448.90,               3101038438.70,6976812
,HIRECT,EQ,      1244.70,                 54929584.00,43758
,HISARMETAL,EQ,       196.79,                  1665504.00,8400
,HITECH,EQ,       101.62,                116026318.34,1136056
,HITECHCORP,EQ,       192.98,                  8421531.37,43537
,HITECHGEAR,BE,       740.95,                   541611.60,733
,HLEGLAS,EQ,       456.00,                 79111988.05,171908
,HLVLTD,EQ,        13.78,                 22197223.86,1603714
,HMAAGRO,EQ,        32.59,                 25362821.45,770219
,HMT,BZ,        65.35,                   639723.19,9720
,HMVL,EQ,        89.51,                  4794544.75,53473
,HNDFDS,EQ,       536.75,                 55528288.75,103477
,HNGSNGBEES,EQ,       386.07,                 40359295.19,104468
,HOACFOODS,ST,       211.25,                  3393937.50,16500
,HOMEFIRST,EQ,      1387.30,                366166543.50,266150
,HOMESFY,SM,       285.70,                  1965720.00,7200
,HONASA,EQ,       312.55,                202638093.30,653196
,HONAUT,EQ,     38650.00,                 65760515.00,1701
,HONDAPOWER,EQ,      2902.10,                 31041493.50,10692
,HOVS,BE,        55.82,                   362940.68,6505
,HPAL,EQ,        51.25,                  7509023.04,147059
,HPIL,EQ,       131.19,                   215668.41,1650
,HPL,EQ,       540.90,                 89147001.90,163494
,HPTL,ST,       198.00,                   475200.00,2400
,HSCL,EQ,       448.95,                277431745.15,615381
,HTMEDIA,BE,        20.96,                  4184508.05,200323
,HUBTOWN,EQ,       233.84,                392203216.50,1712361
,HUDCO,EQ,       240.43,               1222237167.25,5107027
,HUHTAMAKI,EQ,       219.04,                 62584773.51,285770
,HVAX,ST,       969.40,                  1707420.00,1800
,HYBRIDFIN,BE,        20.02,                   546326.30,27347
,IBLFL,SM,        63.05,                   624600.00,10000
,ICDSLTD,BE,        57.99,                    43300.16,762
,ICEMAKE,EQ,       779.35,                 14638109.80,18703
,ICICIB22,EQ,       110.62,                 35982202.06,326863
,ICIL,EQ,       294.55,                102410823.90,350199
,ICRA,EQ,      6690.50,                 27857789.00,4134
,IDBI,EQ,        95.44,                861660010.58,9063116
,IDEA,EQ,         7.24,               6554680145.53,904455977
,IDEAFORGE,EQ,       592.10,                475827012.00,793840
,IDEALTECHO,SM,       140.95,                   140950.00,1000
,IDENTICAL,SM,        41.00,                   658400.00,16000
,IDFCFIRSTB,EQ,        71.90,               2133899875.37,29699772
,IDFNIFTYET,EQ,       276.68,                   198040.11,719
,IEL,BE,        22.81,                  4848860.47,209433
,IEML,ST,       145.00,                  9177100.00,65000
,IEX,EQ,       190.14,               1470392959.03,7789161
,IFBAGRO,BE,       749.45,                  2554746.30,3373
,IFBIND,EQ,      1575.10,                 70869083.80,44963
,IFCI,EQ,        63.11,                593493810.68,9391419
,IFGLEXPOR,EQ,       502.85,                  9765563.30,19227
,IGARASHI,EQ,       477.55,                 10044519.05,21008
,IGIL,EQ,       360.05,                128795818.60,358504
,IGL,EQ,       208.33,                367481338.65,1765142
,IGPL,EQ,       464.75,                  8406562.45,18152
,IIFL,EQ,       477.95,               2001001156.70,4189486
,IIFL210425,NW,      1000.00,                    10000.00,10
,IIFLCAPS,EQ,       342.00,                 92701550.50,269609
,IIFLZC26A,NR,      1199.00,                   119900.00,100
,IIFLZC28,NG,      1421.20,                   271449.20,191
,IITL,BE,       170.30,                 14387596.18,84170
,IKIO,EQ,       214.47,                  8636903.32,40306
,IKS,EQ,      1589.90,                603446232.90,376915
,IL&FSENGG,BZ,        33.69,                   392801.78,11615
,IL&FSTRANS,BZ,         3.92,                   190021.48,48462
,IMAGICAA,EQ,        69.33,                 70186267.41,1000926
,IMC1,N3,       252.57,                    10355.37,41
,IMC1,N1,       253.24,                    10383.05,41
,IMC1,N0,       251.07,                    10294.05,41
,IMC1,N2,       255.00,                    10455.00,41
,IMFA,EQ,       770.35,                 52277440.60,67962
,IMPAL,EQ,      1152.00,                 13946941.50,12037
,IMPEXFERRO,BZ,         2.28,                    18251.34,8163
,INCREDIBLE,BE,        41.28,                    89044.26,2128
,INDBANK,EQ,        34.18,                   711361.81,20789
,INDGN,EQ,       574.65,                258982625.25,449756
,INDIACEM,EQ,       334.95,                115859920.10,346810
,INDIAGLYCO,EQ,      2050.50,                325700359.30,159787
,INDIAMART,EQ,      2637.30,                433315151.60,162957
,INDIANB,EQ,       635.95,               1514391761.95,2403993
,INDIANCARD,EQ,       316.65,                  7048552.30,21885
,INDIANHUME,EQ,       422.65,                 14498469.00,34140
,INDIASHLTR,EQ,       881.45,                 57814011.25,65847
,INDIFRA,SM,        23.10,                   377000.00,16000
,INDIGOPNTS,EQ,      1165.90,                 45661649.80,39209
,INDIGRID,IV,       152.16,                152292381.20,992764
,INDNIPPON,EQ,       730.05,                 13878408.60,19099
,INDOAMIN,EQ,       163.54,                 64087029.81,390684
,INDOBORAX,EQ,       210.69,                 37234705.90,176775
,INDOCO,EQ,       295.10,                 12889595.45,43799
,INDOFARM,BE,       174.42,                  5994452.88,34574
,INDORAMA,BE,        49.06,                  2509090.55,50883
,INDOSTAR,EQ,       352.25,                192540505.70,549245
,INDOTECH,EQ,      1987.70,                 33821517.80,16870
,INDOTHAI,BE,      1802.60,                  6251149.00,3483
,INDOUS,EQ,       154.63,                   753614.21,4882
,INDOWIND,EQ,        20.16,                  3458049.65,171291
,INDRAMEDCO,EQ,       409.00,                 42455890.90,102921
,INDSWFTLAB,EQ,       111.74,                 41469463.73,369367
,INDSWFTLTD,EQ,        18.61,                 60716692.65,3118798
,INDTERRAIN,EQ,        37.71,                  1240250.95,32489
,INDUSINVIT,IV,       110.07,                 11598005.92,104117
,INDUSTOWER,EQ,       415.35,               3604728893.25,8679054
,INFIBEAM,EQ,        17.49,               1444680696.57,80194062
,INFINIUM,SM,       296.65,                  1040400.00,3500
,INFLUX,ST,       128.05,                 92591400.00,739200
,INFOBEAN,EQ,       377.35,                  6951273.70,18376
,INFOLLION,SM,       485.00,                  1937240.00,4000
,INFRABEES,EQ,       963.96,                 19255534.30,20104
,INFRAIETF,EQ,        95.69,                 30135414.16,316567
,INGERRAND,EQ,      3802.40,                 23616371.00,6221
,INM,ST,       519.00,                  2418270.00,4800
,INNOMET,ST,       191.25,                   459000.00,2400
,INNOVACAP,EQ,       853.80,                 32300926.45,37753
,INNOVANA,EQ,       517.15,                  7464401.70,14426
,INOXGREEN,BE,       150.28,                 68964759.72,457420
,INOXINDIA,EQ,      1227.00,                335186064.80,273829
,INOXWIND,EQ,       173.89,                814105323.94,4682207
,INSECTICID,EQ,       960.45,                109162911.30,112784
,INSPIRE,SM,        19.60,                   233300.00,12000
,INSPIRISYS,EQ,       100.80,                   308775.34,3073
,INTEGRITY,SM,       101.10,                   242640.00,2400
,INTELLECT,EQ,      1120.90,                689573393.50,610623
,INTENTECH,EQ,        90.59,                  3904564.69,42946
,INTERARCH,BE,      2123.50,                 49778514.00,23516
,INTLCONV,EQ,        93.55,                 31618324.03,334572
,INVENTURE,EQ,         1.63,                  2145705.56,1311809
,IOB,EQ,        37.82,                252143676.64,6645138
,IOLCP,EQ,        94.98,                149892022.23,1567541
,IONEXCHANG,EQ,       530.65,                141705417.65,264153
,IPCALAB,EQ,      1344.50,                110345348.60,81886
,IPHL,ST,        58.75,                   357660.00,6000
,IPL,EQ,       221.13,                 83373422.85,378566
,IRB,EQ,        50.24,               1013769765.49,20326369
,IRBINVIT,IV,        61.80,                 17335688.74,279316
,IRCON,EQ,       202.99,                919244875.28,4513409
,IRCTC,EQ,       773.05,                665497262.35,864747
,IREDA,EQ,       170.93,               1897711253.28,11124273
,IRIS,EQ,       276.05,                 18002215.85,66622
,IRISDOREME,EQ,        62.12,                 11582455.00,186947
,IRMENERGY,EQ,       300.75,                 16203283.50,53720
,ISFT,EQ,       112.19,                  5114170.92,45323
,ISGEC,EQ,      1189.70,                 34481183.80,28848
,ISHANCH,EQ,        56.97,                 25108611.88,437064
,IT,EQ,        42.26,                  1344699.08,31892
,ITALIANE,SM,        36.95,                   289900.00,8000
,ITBEES,EQ,        42.40,                218233794.39,5149821
,ITCHOTELS,EQ,       223.71,               1128717142.36,5075724
,ITDC,EQ,       599.00,                 15453879.60,25926
,ITDCEM,EQ,       878.05,                913183525.90,1054577
,ITETF,EQ,        40.41,                  5389589.67,133495
,ITETFADD,EQ,        40.40,                  6129086.09,151562
,ITI,EQ,       320.55,                 90480514.55,281108
,ITIETF,EQ,        42.25,                 21330269.04,504493
